"MT0000956340",13.0
"MT0016743722",10.0
"MT0013885218",9.0
"MT0014615863",9.0
"MT0004293364",9.0
"MT0033097471",8.0
"MT0014845647",8.0
"MT0001927746",7.0
"MT0004459450",7.0
"MT0012914763",7.0
"MT0012001409",7.0
"MT0010897525",7.0
"MT0009217411",7.0
"MT0001891229",7.0
"MT0029099688",7.0
"MT0014817509",6.0
"MT0032957418",6.0
"MT0005897799",6.0
"MT0015962332",6.0
"MT0015541501",6.0
"MT0002372242",6.0
