"MT0000414517",-1.0
"MT0003900455",7.774788
"MT0003949060",8.708095
"MT0000203193",8.815678
"MT0000218346",8.888476
"MT0013955066",9.069747
"MT0009521580",9.093549
"MT0001333258",9.148444
"MT0009897495",9.348378
"MT0034186195",9.367984
"MT0001703346",9.443762
"MT0034005433",9.541108
"MT0034125967",9.544776
"MT0018651126",9.567588
"MT0013633209",9.59594
"MT0017797643",9.621922
"MT0005469880",9.710499
"MT0007372035",9.714001
"MT0009346128",9.836143
"MT0004428604",9.852851
"MT0005752234",9.923868
