"MT0000956340",-1.0
"MT0006096934",0.022133
"MT0003787478",0.024737
"MT0003603772",0.027864
"MT0005625762",0.02796
"MT0040033011",0.028172
"MT0033177286",0.028566
"MT0003213835",0.030098
"MT0008511909",0.031639
"MT0004867185",0.031873
"MT0013389935",0.032403
"MT0011145388",0.03271
"MT0004958762",0.033006
"MT0005331755",0.034024
"MT0006640142",0.034821
"MT0014576739",0.035041
"MT0008570712",0.035139
"MT0007535042",0.035325
"MT0001217651",0.035332
"MT0006367176",0.035399
"MT0005265641",0.035862
